6.0;1.0;0.0;0.2
4.0;1.3;0.0;0.2
4.0;1.5;-0.0;0.2
3.0;1.7;0.0;0.3
3.0;1.9;0.0;0.3
4.0;1.8;0.0;0.3
2.0;2.8;0.0;0.3
3.0;1.9;0.0;0.3
2.0;2.8;0.1;0.3
3.0;2.2;-0.0;0.3
3.0;2.6;0.0;0.4
3.0;2.0;0.0;0.3
3.0;2.6;-0.0;0.4
3.0;2.9;0.0;0.5
5.0;2.2;0.0;0.4
3.0;2.8;0.0;0.5
3.0;1.5;-0.0;0.5
3.0;3.3;0.0;0.5
3.0;2.3;0.0;0.5
2.0;3.7;-0.1;0.8
3.0;2.3;0.0;0.5
3.0;2.2;-0.0;0.5
2.0;3.2;0.1;0.8
3.0;2.1;-0.0;0.5
3.0;2.8;0.0;0.8
4.0;2.2;-0.0;0.6
2.0;2.6;0.1;0.8
2.0;2.9;-0.1;0.9
3.0;2.1;0.0;0.6
2.0;3.3;0.0;1.0
3.0;1.9;-0.0;0.6
3.0;2.7;0.0;0.9
2.0;3.1;0.0;1.0
3.0;1.9;0.0;0.7
3.0;2.4;0.0;0.8
2.0;2.9;0.0;1.2
3.0;2.4;0.0;0.9
3.0;2.3;0.0;0.9
3.0;1.8;0.0;0.8
3.0;2.0;0.0;0.8
2.0;2.5;0.0;1.0
3.0;2.2;-0.0;1.0
2.0;2.7;0.0;1.2
3.0;1.8;0.0;0.9
2.0;2.7;-0.1;1.2
4.0;1.8;-0.0;0.9
4.0;2.2;0.0;1.1
3.0;2.5;0.0;1.3
4.0;1.9;0.0;1.0
2.0;2.5;-0.0;1.4
3.0;1.7;0.0;0.9
3.0;2.5;-0.0;1.4
4.0;1.7;0.0;1.0
3.0;2.2;-0.0;1.5
4.0;1.4;0.0;1.0
1.0;1.9;0.0;38.2
3.0;1.0;0.0;-11.4
5.0;1.1;0.0;1.3
4.0;0.8;-0.0;1.3
5.0;0.5;0.0;1.1
4.0;0.4;0.0;1.3
5.0;0.3;-0.0;1.2
4.0;0.2;0.0;1.5
5.0;0.0;0.0;1.2
5.0;-0.0;0.0;1.3
4.0;-0.1;0.0;1.3
4.0;-0.2;0.0;1.4
5.0;-0.2;0.0;1.3
5.0;-0.2;0.0;1.3
4.0;-0.3;0.0;1.6
5.0;-0.3;0.0;1.2
4.0;-0.3;0.0;1.3
4.0;-0.3;0.0;1.4
4.0;-0.4;0.0;1.5
4.0;-0.3;0.0;1.4
6.0;-0.3;0.0;1.3
4.0;-0.4;0.0;1.4
5.0;-0.4;0.0;1.4
4.0;-0.3;0.0;1.4
4.0;-0.3;0.0;1.3
4.0;-0.4;0.0;1.3
4.0;-0.4;0.0;1.7
4.0;-0.4;0.0;1.3
4.0;-0.3;0.0;1.3
4.0;-0.4;0.0;1.6
5.0;-0.4;0.0;1.4
5.0;-0.3;0.0;1.4
4.0;-0.4;0.0;1.3
5.0;-0.3;0.0;1.2
5.0;-0.3;0.0;1.3
3.0;-0.5;-0.0;1.7
5.0;-0.3;0.0;1.2
5.0;-0.3;0.0;1.3
4.0;-0.3;0.0;1.5
4.0;-0.4;0.0;1.5
4.0;-0.3;0.0;1.2
5.0;-0.4;0.0;1.4
5.0;-0.3;0.0;1.2
5.0;-0.3;-0.0;1.3
5.0;-0.3;0.0;1.4
5.0;-0.3;0.0;1.3
6.0;-0.4;0.0;1.4
4.0;-0.3;0.0;1.2
4.0;-0.3;0.0;1.2
5.0;-0.3;-0.0;1.2
6.0;-0.3;0.0;1.1
5.0;-0.3;-0.0;1.4
5.0;-0.3;0.0;1.2
5.0;-0.3;0.0;1.2
4.0;-0.3;0.0;1.2
